Date,value
10/09/2009,2084.02
11/09/2009,2080.9
14/09/2009,2091.78
15/09/2009,2102.64
16/09/2009,2133.15
17/09/2009,2126.75
18/09/2009,2132.86
21/09/2009,2138.04
22/09/2009,2146.3
23/09/2009,2131.42
24/09/2009,2107.61
25/09/2009,2090.92
28/09/2009,2130.74
29/09/2009,2124.04
30/09/2009,2122.42
01/10/2009,2057.48
02/10/2009,2048.11
05/10/2009,2068.15
06/10/2009,2103.57
07/10/2009,2110.33
08/10/2009,2123.93
09/10/2009,2139.28
12/10/2009,2139.14
13/10/2009,2139.89
14/10/2009,2172.23
15/10/2009,2173.29
16/10/2009,2156.8
19/10/2009,2176.32
20/10/2009,2163.47
21/10/2009,2150.73
22/10/2009,2165.29
23/10/2009,2154.47
26/10/2009,2141.85
27/10/2009,2116.09
28/10/2009,2059.61
29/10/2009,2097.55
30/10/2009,2045.11
02/11/2009,2049.2
03/11/2009,2057.32
04/11/2009,2055.52
05/11/2009,2105.32
06/11/2009,2112.44
09/11/2009,2154.06
10/11/2009,2151.08
11/11/2009,2166.9
12/11/2009,2149.02
13/11/2009,2167.88
16/11/2009,2197.85
17/11/2009,2203.78
18/11/2009,2193.14
19/11/2009,2156.82
20/11/2009,2146.04
23/11/2009,2176.01
24/11/2009,2169.18
25/11/2009,2176.05
27/11/2009,2138.44
30/11/2009,2144.6
01/12/2009,2175.81
02/12/2009,2185.03
03/12/2009,2173.14
04/12/2009,2194.35
07/12/2009,2189.61
08/12/2009,2172.99
09/12/2009,2183.73
10/12/2009,2190.86
11/12/2009,2190.31
14/12/2009,2212.1
15/12/2009,2201.05
16/12/2009,2206.91
17/12/2009,2180.05
18/12/2009,2211.69
21/12/2009,2237.66
22/12/2009,2252.67
23/12/2009,2269.64
24/12/2009,2285.69
28/12/2009,2291.08
29/12/2009,2288.4
30/12/2009,2291.28
31/12/2009,2269.15
04/01/2010,2308.42
05/01/2010,2308.71
06/01/2010,2301.09
07/01/2010,2300.05
08/01/2010,2317.17
11/01/2010,2312.41
12/01/2010,2282.31
13/01/2010,2307.9
14/01/2010,2316.74
15/01/2010,2287.99
19/01/2010,2320.4
20/01/2010,2291.25
21/01/2010,2265.7
22/01/2010,2205.29
25/01/2010,2210.8
26/01/2010,2203.73
27/01/2010,2221.41
28/01/2010,2179
29/01/2010,2147.35
01/02/2010,2171.2
02/02/2010,2190.06
03/02/2010,2190.91
04/02/2010,2125.43
05/02/2010,2141.12
08/02/2010,2126.05
09/02/2010,2150.87
10/02/2010,2147.87
11/02/2010,2177.41
12/02/2010,2183.53
16/02/2010,2214.19
17/02/2010,2226.29
18/02/2010,2241.71
19/02/2010,2243.87
22/02/2010,2242.03
23/02/2010,2213.44
24/02/2010,2235.9
25/02/2010,2234.22
26/02/2010,2238.26
01/03/2010,2273.57
02/03/2010,2280.79
03/03/2010,2280.68
04/03/2010,2292.31
05/03/2010,2326.35
08/03/2010,2332.21
09/03/2010,2340.68
10/03/2010,2358.95
11/03/2010,2368.46
12/03/2010,2367.66
15/03/2010,2362.21
16/03/2010,2378.01
17/03/2010,2389.09
18/03/2010,2391.28
19/03/2010,2374.41
22/03/2010,2395.4
23/03/2010,2415.24
24/03/2010,2398.76
25/03/2010,2397.41
26/03/2010,2395.13
29/03/2010,2404.36
30/03/2010,2410.69
31/03/2010,2397.96
01/04/2010,2402.58
05/04/2010,2429.53
06/04/2010,2436.81
07/04/2010,2431.16
08/04/2010,2436.81
09/04/2010,2454.05
12/04/2010,2457.87
13/04/2010,2465.99
14/04/2010,2504.86
15/04/2010,2515.69
16/04/2010,2481.26
19/04/2010,2480.11
20/04/2010,2500.31
21/04/2010,2504.61
22/04/2010,2519.07
23/04/2010,2530.15
26/04/2010,2522.95
27/04/2010,2471.47
28/04/2010,2471.73
29/04/2010,2511.92
30/04/2010,2461.19
03/05/2010,2498.74
04/05/2010,2424.25
05/05/2010,2402.29
06/05/2010,2319.64
07/05/2010,2265.64
10/05/2010,2374.67
11/05/2010,2375.31
12/05/2010,2425.02
13/05/2010,2394.36
14/05/2010,2346.85
17/05/2010,2354.23
18/05/2010,2317.26
19/05/2010,2298.37
20/05/2010,2204.01
21/05/2010,2229.04
24/05/2010,2213.55
25/05/2010,2210.95
26/05/2010,2195.88
27/05/2010,2277.68
28/05/2010,2257.04
01/06/2010,2222.33
02/06/2010,2281.07
03/06/2010,2303.03
04/06/2010,2219.17
07/06/2010,2173.9
08/06/2010,2170.57
09/06/2010,2158.85
10/06/2010,2218.71
11/06/2010,2243.6
14/06/2010,2243.96
15/06/2010,2305.88
16/06/2010,2305.93
17/06/2010,2307.16
18/06/2010,2309.8
21/06/2010,2289.09
22/06/2010,2261.8
23/06/2010,2254.23
24/06/2010,2217.42
25/06/2010,2223.48
28/06/2010,2220.65
29/06/2010,2135.18
30/06/2010,2109.24
01/07/2010,2101.36
02/07/2010,2091.79
06/07/2010,2093.88
07/07/2010,2159.47
08/07/2010,2175.4
09/07/2010,2196.45
12/07/2010,2198.36
13/07/2010,2242.03
14/07/2010,2249.84
15/07/2010,2249.08
16/07/2010,2179.05
19/07/2010,2198.23
20/07/2010,2222.49
21/07/2010,2187.33
22/07/2010,2245.89
23/07/2010,2269.47
26/07/2010,2296.43
27/07/2010,2288.25
28/07/2010,2264.56
29/07/2010,2251.69
30/07/2010,2254.7
02/08/2010,2295.36
03/08/2010,2283.52
04/08/2010,2303.57
05/08/2010,2293.06
06/08/2010,2288.47
09/08/2010,2305.69
10/08/2010,2277.17
11/08/2010,2208.63
12/08/2010,2190.27
13/08/2010,2173.48
16/08/2010,2181.87
17/08/2010,2209.44
18/08/2010,2215.7
19/08/2010,2178.95
20/08/2010,2179.76
23/08/2010,2159.63
24/08/2010,2123.76
25/08/2010,2141.54
26/08/2010,2118.69
27/08/2010,2153.63
30/08/2010,2119.97
31/08/2010,2114.03
01/09/2010,2176.84
02/09/2010,2200.01
03/09/2010,2233.75
07/09/2010,2208.89
08/09/2010,2228.87
09/09/2010,2236.2
10/09/2010,2242.48
13/09/2010,2285.71
14/09/2010,2289.77
15/09/2010,2301.32
16/09/2010,2303.25
17/09/2010,2315.61
20/09/2010,2355.83
21/09/2010,2349.35
22/09/2010,2334.55
23/09/2010,2327.08
24/09/2010,2381.22
27/09/2010,2369.77
28/09/2010,2379.59
29/09/2010,2376.56
30/09/2010,2368.62
01/10/2010,2370.75
04/10/2010,2344.52
05/10/2010,2399.83
06/10/2010,2380.66
07/10/2010,2383.67
08/10/2010,2401.91
11/10/2010,2402.33
12/10/2010,2417.92
13/10/2010,2441.23
14/10/2010,2435.38
15/10/2010,2468.77
18/10/2010,2480.66
19/10/2010,2436.95
20/10/2010,2457.39
21/10/2010,2459.67
22/10/2010,2479.39
25/10/2010,2490.85
26/10/2010,2497.29
27/10/2010,2503.26
28/10/2010,2507.37
29/10/2010,2507.41
01/11/2010,2504.84
02/11/2010,2533.52
03/11/2010,2540.27
04/11/2010,2577.34
05/11/2010,2578.98
08/11/2010,2580.05
09/11/2010,2562.98
10/11/2010,2578.78
11/11/2010,2555.52
12/11/2010,2518.21
15/11/2010,2513.82
16/11/2010,2469.84
17/11/2010,2476.01
18/11/2010,2514.4
19/11/2010,2518.12
22/11/2010,2532.02
23/11/2010,2494.95
24/11/2010,2543.12
26/11/2010,2534.56
29/11/2010,2525.22
30/11/2010,2498.23
01/12/2010,2549.43
02/12/2010,2579.35
03/12/2010,2591.46
06/12/2010,2594.92
07/12/2010,2598.49
08/12/2010,2609.16
09/12/2010,2616.67
10/12/2010,2637.54
13/12/2010,2624.91
14/12/2010,2627.72
15/12/2010,2617.22
16/12/2010,2637.31
17/12/2010,2642.97
20/12/2010,2649.56
21/12/2010,2667.61
22/12/2010,2671.48
23/12/2010,2665.6
27/12/2010,2667.27
28/12/2010,2662.88
29/12/2010,2666.93
30/12/2010,2662.98
31/12/2010,2652.87
03/01/2011,2691.52
04/01/2011,2681.25
05/01/2011,2702.2
06/01/2011,2709.89
07/01/2011,2703.17
10/01/2011,2707.8
11/01/2011,2716.83
12/01/2011,2737.33
13/01/2011,2735.29
14/01/2011,2755.3
18/01/2011,2765.85
19/01/2011,2725.36
20/01/2011,2704.29
21/01/2011,2689.54
24/01/2011,2717.55
25/01/2011,2719.25
26/01/2011,2739.5
27/01/2011,2755.28
28/01/2011,2686.89
31/01/2011,2700.08
01/02/2011,2751.19
02/02/2011,2749.56
03/02/2011,2753.88
04/02/2011,2769.3
07/02/2011,2783.99
08/02/2011,2797.05
09/02/2011,2789.07
10/02/2011,2790.45
11/02/2011,2809.44
14/02/2011,2817.18
15/02/2011,2804.35
16/02/2011,2825.56
17/02/2011,2831.58
18/02/2011,2833.95
22/02/2011,2756.42
23/02/2011,2722.99
24/02/2011,2737.9
25/02/2011,2781.05
28/02/2011,2782.27
01/03/2011,2737.41
02/03/2011,2748.07
03/03/2011,2798.74
04/03/2011,2784.67
07/03/2011,2745.63
08/03/2011,2765.77
09/03/2011,2751.72
10/03/2011,2701.02
11/03/2011,2715.61
14/03/2011,2700.97
15/03/2011,2667.33
16/03/2011,2616.82
17/03/2011,2636.05
18/03/2011,2643.67
21/03/2011,2692.09
22/03/2011,2683.87
23/03/2011,2698.3
24/03/2011,2736.42
25/03/2011,2743.06
28/03/2011,2730.68
29/03/2011,2756.89
30/03/2011,2776.79
31/03/2011,2781.07
01/04/2011,2789.6
04/04/2011,2789.19
05/04/2011,2791.19
06/04/2011,2799.82
07/04/2011,2796.14
08/04/2011,2780.42
11/04/2011,2771.51
12/04/2011,2744.79
13/04/2011,2761.52
14/04/2011,2760.22
15/04/2011,2764.65
18/04/2011,2735.38
19/04/2011,2744.97
20/04/2011,2802.51
21/04/2011,2820.16
25/04/2011,2825.88
26/04/2011,2847.54
27/04/2011,2869.88
28/04/2011,2872.53
29/04/2011,2873.54
02/05/2011,2864.08
03/05/2011,2841.62
04/05/2011,2828.23
05/05/2011,2814.72
06/05/2011,2827.56
09/05/2011,2843.25
10/05/2011,2871.89
11/05/2011,2845.06
12/05/2011,2863.04
13/05/2011,2828.47
16/05/2011,2782.31
17/05/2011,2783.21
18/05/2011,2815
19/05/2011,2823.31
20/05/2011,2803.32
23/05/2011,2758.9
24/05/2011,2746.16
25/05/2011,2761.38
26/05/2011,2782.92
27/05/2011,2796.86
31/05/2011,2835.3
01/06/2011,2769.19
02/06/2011,2773.31
03/06/2011,2732.78
06/06/2011,2702.56
07/06/2011,2701.56
08/06/2011,2675.38
09/06/2011,2684.87
10/06/2011,2643.73
13/06/2011,2639.69
14/06/2011,2678.72
15/06/2011,2631.46
16/06/2011,2623.7
17/06/2011,2616.48
20/06/2011,2629.66
21/06/2011,2687.26
22/06/2011,2669.19
23/06/2011,2686.75
24/06/2011,2652.89
27/06/2011,2688.28
28/06/2011,2729.31
29/06/2011,2740.49
30/06/2011,2773.52
01/07/2011,2816.03
05/07/2011,2825.77
06/07/2011,2834.02
07/07/2011,2872.66
08/07/2011,2859.81
11/07/2011,2802.62
12/07/2011,2781.91
13/07/2011,2796.92
14/07/2011,2762.67
15/07/2011,2789.8
18/07/2011,2765.11
19/07/2011,2826.52
20/07/2011,2814.23
21/07/2011,2834.43
22/07/2011,2858.83
25/07/2011,2842.8
26/07/2011,2839.96
27/07/2011,2764.79
28/07/2011,2766.25
29/07/2011,2756.38
01/08/2011,2744.61
02/08/2011,2669.24
03/08/2011,2693.07
04/08/2011,2556.39
05/08/2011,2532.41
08/08/2011,2357.69
09/08/2011,2482.52
10/08/2011,2381.05
11/08/2011,2492.68
12/08/2011,2507.98
15/08/2011,2555.2
16/08/2011,2523.45
17/08/2011,2511.48
18/08/2011,2380.43
19/08/2011,2341.84
22/08/2011,2345.38
23/08/2011,2446.06
24/08/2011,2467.69
25/08/2011,2419.63
26/08/2011,2479.85
29/08/2011,2562.11
30/08/2011,2576.11
31/08/2011,2579.46
01/09/2011,2546.04
02/09/2011,2480.33
06/09/2011,2473.83
07/09/2011,2548.94
08/09/2011,2529.14
09/09/2011,2467.99
12/09/2011,2495.09
13/09/2011,2532.15
14/09/2011,2572.55
15/09/2011,2607.07
16/09/2011,2622.31
19/09/2011,2612.83
20/09/2011,2590.24
21/09/2011,2538.19
22/09/2011,2455.67
23/09/2011,2483.23
26/09/2011,2516.69
27/09/2011,2546.83
28/09/2011,2491.58
29/09/2011,2480.76
30/09/2011,2415.4
03/10/2011,2335.83
04/10/2011,2404.82
05/10/2011,2460.51
06/10/2011,2506.82
07/10/2011,2479.35
10/10/2011,2566.05
11/10/2011,2583.03
12/10/2011,2604.73
13/10/2011,2620.24
14/10/2011,2667.85
17/10/2011,2614.92
18/10/2011,2657.43
19/10/2011,2604.04
20/10/2011,2598.62
21/10/2011,2637.46
24/10/2011,2699.44
25/10/2011,2638.42
26/10/2011,2650.67
27/10/2011,2738.63
28/10/2011,2737.15
31/10/2011,2684.41
01/11/2011,2606.96
02/11/2011,2639.98
03/11/2011,2697.97
04/11/2011,2686.15
07/11/2011,2695.25
08/11/2011,2727.49
09/11/2011,2621.65
10/11/2011,2625.15
11/11/2011,2678.75
14/11/2011,2657.22
15/11/2011,2686.2
16/11/2011,2639.61
17/11/2011,2587.99
18/11/2011,2572.5
21/11/2011,2523.14
22/11/2011,2521.28
23/11/2011,2460.08
25/11/2011,2441.51
28/11/2011,2527.34
29/11/2011,2515.51
30/11/2011,2620.34
01/12/2011,2626.2
02/12/2011,2626.93
05/12/2011,2655.76
06/12/2011,2649.56
07/12/2011,2649.21
08/12/2011,2596.38
09/12/2011,2646.85
12/12/2011,2612.26
13/12/2011,2579.27
14/12/2011,2539.31
15/12/2011,2541.01
16/12/2011,2555.33
19/12/2011,2523.14
20/12/2011,2603.73
21/12/2011,2577.97
22/12/2011,2599.45
23/12/2011,2618.64
27/12/2011,2625.2
28/12/2011,2589.98
29/12/2011,2613.74
30/12/2011,2605.15
03/01/2012,2648.72
04/01/2012,2648.36
05/01/2012,2669.86
06/01/2012,2674.22
09/01/2012,2676.56
10/01/2012,2702.5
11/01/2012,2710.76
12/01/2012,2724.7
13/01/2012,2710.67
17/01/2012,2728.08
18/01/2012,2769.71
19/01/2012,2788.33
20/01/2012,2786.7
23/01/2012,2784.17
24/01/2012,2786.64
25/01/2012,2818.31
26/01/2012,2805.28
27/01/2012,2816.55
30/01/2012,2811.94
31/01/2012,2813.84
01/02/2012,2848.27
02/02/2012,2859.68
03/02/2012,2905.66
06/02/2012,2901.99
07/02/2012,2904.08
08/02/2012,2915.86
09/02/2012,2927.23
10/02/2012,2903.88
13/02/2012,2931.39
14/02/2012,2931.83
15/02/2012,2915.83
16/02/2012,2959.85
17/02/2012,2951.78
21/02/2012,2948.57
22/02/2012,2933.17
23/02/2012,2956.98
24/02/2012,2963.75
27/02/2012,2966.16
28/02/2012,2986.76
29/02/2012,2966.89
01/03/2012,2988.97
02/03/2012,2976.19
05/03/2012,2950.48
06/03/2012,2910.32
07/03/2012,2935.69
08/03/2012,2970.42
09/03/2012,2988.34
12/03/2012,2983.66
13/03/2012,3039.88
14/03/2012,3040.73
15/03/2012,3056.37
16/03/2012,3055.26
19/03/2012,3078.32
20/03/2012,3074.15
21/03/2012,3075.32
22/03/2012,3063.32
23/03/2012,3067.92
26/03/2012,3122.57
27/03/2012,3120.35
28/03/2012,3104.96
29/03/2012,3095.36
30/03/2012,3091.57
02/04/2012,3119.7
03/04/2012,3113.57
04/04/2012,3068.09
05/04/2012,3080.5
09/04/2012,3047.08
10/04/2012,2991.22
11/04/2012,3016.46
12/04/2012,3055.55
13/04/2012,3011.33
16/04/2012,2988.4
17/04/2012,3042.82
18/04/2012,3031.45
19/04/2012,3007.56
20/04/2012,3000.45
23/04/2012,2970.45
24/04/2012,2961.6
25/04/2012,3029.63
26/04/2012,3050.61
27/04/2012,3069.2
30/04/2012,3046.36
01/05/2012,3050.44
02/05/2012,3059.85
03/05/2012,3024.3
04/05/2012,2956.34
07/05/2012,2957.76
08/05/2012,2946.27
09/05/2012,2934.71
10/05/2012,2933.64
11/05/2012,2933.82
14/05/2012,2902.58
15/05/2012,2893.76
16/05/2012,2874.04
17/05/2012,2813.69
18/05/2012,2778.79
21/05/2012,2847.21
22/05/2012,2839.08
23/05/2012,2850.12
24/05/2012,2839.38
25/05/2012,2837.53
29/05/2012,2870.99
30/05/2012,2837.36
31/05/2012,2827.34
01/06/2012,2747.48
04/06/2012,2760.01
05/06/2012,2778.11
06/06/2012,2844.72
07/06/2012,2831.02
08/06/2012,2858.42
11/06/2012,2809.73
12/06/2012,2843.07
13/06/2012,2818.61
14/06/2012,2836.33
15/06/2012,2872.8
18/06/2012,2895.33
19/06/2012,2929.76
20/06/2012,2930.45
21/06/2012,2859.09
22/06/2012,2892.42
25/06/2012,2836.16
26/06/2012,2854.06
27/06/2012,2875.32
28/06/2012,2849.49
29/06/2012,2935.05
02/07/2012,2951.23
03/07/2012,2976.08
05/07/2012,2976.12
06/07/2012,2937.33
09/07/2012,2931.77
10/07/2012,2902.33
11/07/2012,2887.98
12/07/2012,2866.19
13/07/2012,2908.47
16/07/2012,2896.94
17/07/2012,2910.04
18/07/2012,2942.6
19/07/2012,2965.9
20/07/2012,2925.3
23/07/2012,2890.15
24/07/2012,2862.99
25/07/2012,2854.24
26/07/2012,2893.25
27/07/2012,2958.09
30/07/2012,2945.84
31/07/2012,2939.52
01/08/2012,2920.21
02/08/2012,2909.77
03/08/2012,2967.9
06/08/2012,2989.91
07/08/2012,3015.86
08/08/2012,3011.25
09/08/2012,3018.64
10/08/2012,3020.86
13/08/2012,3022.52
14/08/2012,3016.98
15/08/2012,3030.93
16/08/2012,3062.39
17/08/2012,3076.59
20/08/2012,3076.21
21/08/2012,3067.26
22/08/2012,3073.67
23/08/2012,3053.4
24/08/2012,3069.79
27/08/2012,3073.19
28/08/2012,3077.14
29/08/2012,3081.19
30/08/2012,3048.71
31/08/2012,3066.96
04/09/2012,3075.06
05/09/2012,3069.27
06/09/2012,3135.81
07/09/2012,3136.42
10/09/2012,3104.02
11/09/2012,3104.53
12/09/2012,3114.31
13/09/2012,3155.83
14/09/2012,3183.95
17/09/2012,3178.67
18/09/2012,3177.8
19/09/2012,3182.62
20/09/2012,3175.96
21/09/2012,3179.96
24/09/2012,3160.78
25/09/2012,3117.73
26/09/2012,3093.7
27/09/2012,3136.6
28/09/2012,3116.23
01/10/2012,3113.53
02/10/2012,3120.04
03/10/2012,3135.23
04/10/2012,3149.46
05/10/2012,3136.19
08/10/2012,3112.35
09/10/2012,3065.02
10/10/2012,3051.78
11/10/2012,3049.41
12/10/2012,3044.11
15/10/2012,3064.18
16/10/2012,3101.17
17/10/2012,3104.12
18/10/2012,3072.87
19/10/2012,3005.62
22/10/2012,3016.96
23/10/2012,2990.46
24/10/2012,2981.7
25/10/2012,2986.12
26/10/2012,2987.95
31/10/2012,2977.23
01/11/2012,3020.06
02/11/2012,2982.13
05/11/2012,2999.66
06/11/2012,3011.93
07/11/2012,2937.29
08/11/2012,2895.58
09/11/2012,2904.87
12/11/2012,2904.26
13/11/2012,2883.89
14/11/2012,2846.81
15/11/2012,2836.94
16/11/2012,2853.13
19/11/2012,2916.07
20/11/2012,2916.68
21/11/2012,2926.55
23/11/2012,2966.85
26/11/2012,2976.78
27/11/2012,2967.79
28/11/2012,2991.78
29/11/2012,3012.03
30/11/2012,3010.24
03/12/2012,3002.2
04/12/2012,2996.69
05/12/2012,2973.7
06/12/2012,2989.27
07/12/2012,2978.04
10/12/2012,2986.96
11/12/2012,3022.3
12/12/2012,3013.81
13/12/2012,2992.16
14/12/2012,2971.33
17/12/2012,3010.6
18/12/2012,3054.53
19/12/2012,3044.36
20/12/2012,3050.39
21/12/2012,3021.01
24/12/2012,3012.6
26/12/2012,2990.16
27/12/2012,2985.91
28/12/2012,2960.31
31/12/2012,3019.51
02/01/2013,3112.26
03/01/2013,3100.57
04/01/2013,3101.66
07/01/2013,3098.81
08/01/2013,3091.81
09/01/2013,3105.81
10/01/2013,3121.76
11/01/2013,3125.63
14/01/2013,3117.5
15/01/2013,3110.78
16/01/2013,3117.54
17/01/2013,3136
18/01/2013,3134.71
22/01/2013,3143.18
23/01/2013,3153.67
24/01/2013,3130.38
25/01/2013,3149.71
28/01/2013,3154.3
29/01/2013,3153.66
30/01/2013,3142.31
31/01/2013,3142.13
01/02/2013,3179.1
04/02/2013,3131.17
05/02/2013,3171.58
06/02/2013,3168.48
07/02/2013,3165.13
08/02/2013,3193.87
11/02/2013,3192
12/02/2013,3186.49
13/02/2013,3196.88
14/02/2013,3198.66
15/02/2013,3192.03
19/02/2013,3213.59
20/02/2013,3164.41
21/02/2013,3131.49
22/02/2013,3161.82
25/02/2013,3116.25
26/02/2013,3129.65
27/02/2013,3162.26
28/02/2013,3160.19
01/03/2013,3169.74
04/03/2013,3182.03
05/03/2013,3224.13
06/03/2013,3222.37
07/03/2013,3232.09
08/03/2013,3244.37
11/03/2013,3252.87
12/03/2013,3242.32
13/03/2013,3245.12
14/03/2013,3258.93
15/03/2013,3249.07
18/03/2013,3237.59
19/03/2013,3229.1
20/03/2013,3254.19
21/03/2013,3222.6
22/03/2013,3245
25/03/2013,3235.3
26/03/2013,3252.48
27/03/2013,3256.52
28/03/2013,3267.52
01/04/2013,3239.17
02/04/2013,3254.86
03/04/2013,3218.6
04/04/2013,3224.98
05/04/2013,3203.86
08/04/2013,3222.25
09/04/2013,3237.86
10/04/2013,3297.25
11/04/2013,3300.16
12/04/2013,3294.95
15/04/2013,3216.49
16/04/2013,3264.63
17/04/2013,3204.67
18/04/2013,3166.36
19/04/2013,3206.06
22/04/2013,3233.55
23/04/2013,3269.33
24/04/2013,3269.65
25/04/2013,3289.99
26/04/2013,3279.26
29/04/2013,3307.02
30/04/2013,3328.79
01/05/2013,3299.13
02/05/2013,3340.62
03/05/2013,3378.63
06/05/2013,3392.97
07/05/2013,3396.63
08/05/2013,3413.27
09/05/2013,3409.17
10/05/2013,3436.58
13/05/2013,3438.79
14/05/2013,3462.61
15/05/2013,3471.62
16/05/2013,3465.24
17/05/2013,3498.97
20/05/2013,3496.43
21/05/2013,3502.12
22/05/2013,3463.3
23/05/2013,3459.42
24/05/2013,3459.14
28/05/2013,3488.89
29/05/2013,3467.52
30/05/2013,3491.3
31/05/2013,3455.91
03/06/2013,3465.37
04/06/2013,3445.26
05/06/2013,3401.48
06/06/2013,3424.05
07/06/2013,3469.22
10/06/2013,3473.77
11/06/2013,3436.95
12/06/2013,3400.43
13/06/2013,3445.37
14/06/2013,3423.56
17/06/2013,3452.13
18/06/2013,3482.18
19/06/2013,3443.2
20/06/2013,3364.63
21/06/2013,3357.25
24/06/2013,3320.76
25/06/2013,3347.89
26/06/2013,3376.22
27/06/2013,3401.86
28/06/2013,3403.25
01/07/2013,3434.49
02/07/2013,3433.4
03/07/2013,3443.67
05/07/2013,3479.38
08/07/2013,3484.83
09/07/2013,3504.26
10/07/2013,3520.76
11/07/2013,3578.3
12/07/2013,3600.08
15/07/2013,3607.49
16/07/2013,3598.5
17/07/2013,3610
18/07/2013,3611.28
19/07/2013,3587.61
22/07/2013,3600.39
23/07/2013,3579.27
24/07/2013,3579.6
25/07/2013,3605.19
26/07/2013,3613.16
29/07/2013,3599.14
30/07/2013,3616.47
31/07/2013,3626.37
01/08/2013,3675.74
02/08/2013,3689.59
05/08/2013,3692.95
06/08/2013,3665.77
07/08/2013,3654.01
08/08/2013,3669.12
09/08/2013,3660.11
12/08/2013,3669.95
13/08/2013,3684.44
14/08/2013,3669.27
15/08/2013,3606.12
16/08/2013,3602.78
19/08/2013,3589.09
20/08/2013,3613.59
21/08/2013,3599.79
22/08/2013,3638.71
23/08/2013,3657.79
26/08/2013,3657.57
27/08/2013,3578.52
28/08/2013,3593.35
29/08/2013,3620.3
30/08/2013,3589.87
03/09/2013,3612.61
04/09/2013,3649.04
05/09/2013,3658.78
06/09/2013,3660.01
09/09/2013,3706.18
10/09/2013,3729.02
11/09/2013,3725.01
12/09/2013,3715.97
13/09/2013,3722.18
16/09/2013,3717.85
17/09/2013,3745.7
18/09/2013,3783.64
19/09/2013,3789.38
20/09/2013,3774.73
23/09/2013,3765.29
24/09/2013,3768.25
25/09/2013,3761.1
26/09/2013,3787.43
27/09/2013,3781.59
30/09/2013,3771.48
01/10/2013,3817.98
02/10/2013,3815.02
03/10/2013,3774.34
04/10/2013,3807.75
07/10/2013,3770.38
08/10/2013,3694.83
09/10/2013,3677.78
10/10/2013,3760.75
11/10/2013,3791.87
14/10/2013,3815.27
15/10/2013,3794.01
16/10/2013,3839.43
17/10/2013,3863.15
18/10/2013,3914.28
21/10/2013,3920.05
22/10/2013,3929.57
23/10/2013,3907.07
24/10/2013,3928.96
25/10/2013,3943.36
28/10/2013,3940.13
29/10/2013,3952.34
30/10/2013,3930.62
31/10/2013,3919.71
01/11/2013,3922.04
04/11/2013,3936.59
05/11/2013,3939.86
06/11/2013,3931.95
07/11/2013,3857.33
08/11/2013,3919.23
11/11/2013,3919.79
12/11/2013,3919.92
13/11/2013,3965.58
14/11/2013,3972.74
15/11/2013,3985.97
18/11/2013,3949.07
19/11/2013,3931.55
20/11/2013,3921.27
21/11/2013,3969.15
22/11/2013,3991.65
25/11/2013,3994.57
26/11/2013,4017.75
27/11/2013,4044.75
29/11/2013,4059.89
02/12/2013,4045.26
03/12/2013,4037.2
04/12/2013,4038
05/12/2013,4033.16
06/12/2013,4062.52
09/12/2013,4068.75
10/12/2013,4060.49
11/12/2013,4003.81
12/12/2013,3998.4
13/12/2013,4000.98
16/12/2013,4029.52
17/12/2013,4023.68
18/12/2013,4070.06
19/12/2013,4058.13
20/12/2013,4104.74
23/12/2013,4148.9
24/12/2013,4155.42
26/12/2013,4167.18
27/12/2013,4156.59
30/12/2013,4154.2
31/12/2013,4176.59
02/01/2014,4143.07
03/01/2014,4131.91
06/01/2014,4113.68
07/01/2014,4153.18
08/01/2014,4165.61
09/01/2014,4156.19
10/01/2014,4174.66
13/01/2014,4113.3
14/01/2014,4183.02
15/01/2014,4214.88
16/01/2014,4218.69
